SSHOOK-PC,"HKLM\System\CurrentControlSet\Services\clr_optimization_v4.0.30319_64","ImagePath","C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe",4aedab50f83580d0b4d6cf78191f92aa
SSHOOK-PC,"HKLM\System\CurrentControlSet\Services\CmBatt","ImagePath","c:\windows\system32\DRIVERS\CmBatt.sys",0840155d0bddf1190f84a663c284bd33
SSHOOK-PC,"HKLM\System\CurrentControlSet\Services\cmdide","ImagePath","c:\windows\system32\drivers\cmdide.sys",e19d3f095812725d88f9001985b94edd
SSHOOK-PC,"HKLM\System\CurrentControlSet\Services\CNG","ImagePath","c:\windows\System32\Drivers\cng.sys",27667a788130a7f7a5858de27572e6d7
SSHOOK-PC,"HKLM\System\CurrentControlSet\Services\CodeMeter.exe","ImagePath","C:\Program Files (x86)\CodeMeter\Runtime\bin\CodeMeter.exe",6faca9c62024e14251c7ed33a8e8b660
SSHOOK-PC,"HKLM\System\CurrentControlSet\Services\Compbatt","ImagePath","c:\windows\system32\DRIVERS\compbatt.sys",102de219c3f61415f964c88e9085ad14
SSHOOK-PC,"HKLM\System\CurrentControlSet\Services\CompositeBus","ImagePath","c:\windows\system32\DRIVERS\CompositeBus.sys",03edb043586cceba243d689bdda370a8
SSHOOK-PC,"HKLM\System\CurrentControlSet\Services\COMSysApp","ImagePath","C:\Windows\system32\dllhost.exe",a8edb86fc2a4d6d1285e4c70384ac35a
SSHOOK-PC,"HKLM\System\CurrentControlSet\Services\cphs","ImagePath","C:\Windows\SysWow64\IntelCpHeciSvc.exe",262d05792122e28c4c458f2897025ac7
SSHOOK-PC,"HKLM\System\CurrentControlSet\Services\crcdisk","ImagePath","c:\windows\system32\drivers\crcdisk.sys",1c827878a998c18847245fe1f34ee597
SSHOOK-PC,"HKLM\System\CurrentControlSet\Services\CryptSvc\Parameters","ServiceDll","C:\Windows\system32\cryptsvc.dll",1cd76a83b9e8e9a5a3519b39e28354d9
SSHOOK-PC,"HKLM\System\CurrentControlSet\Services\CSC","ImagePath","c:\windows\system32\drivers\csc.sys",54da3dfd29ed9f1619b6f53f3ce55e49
SSHOOK-PC,"HKLM\System\CurrentControlSet\Services\CscService\Parameters","ServiceDll","C:\Windows\System32\cscsvc.dll",3ab183ab4d2c79dcf459cd2c1266b043
SSHOOK-PC,"HKLM\System\CurrentControlSet\Services\CtClsFlt","ImagePath","c:\windows\system32\DRIVERS\CtClsFlt.sys",58cb536da016641c9d24d183197f6dbf
SSHOOK-PC,"HKLM\System\CurrentControlSet\Services\DcomLaunch\Parameters","ServiceDll","C:\Windows\system32\rpcss.dll",5c627d1b1138676c0a7ab2c2c190d123
SSHOOK-PC,"HKLM\System\CurrentControlSet\Services\defragsvc\Parameters","ServiceDll","C:\Windows\System32\defragsvc.dll",3cec7631a84943677aa8fa8ee5b6b43d
